<TICKER>,<DATE>,<CLOSE>
MGNT,30/10/15,11216.0
MGNT,31/10/15,11136.0
MGNT,03/11/15,11111.0
MGNT,04/11/15,11425.0
MGNT,06/11/15,11468.0
MGNT,07/11/15,11496.0
MGNT,10/11/15,11520.0
MGNT,11/11/15,11393.0
MGNT,12/11/15,11255.0
MGNT,13/11/15,11125.0
MGNT,14/11/15,11192.0
MGNT,17/11/15,11290.0
MGNT,18/11/15,11390.0
MGNT,19/11/15,11359.0
MGNT,20/11/15,11427.0
MGNT,21/11/15,11819.0
MGNT,24/11/15,12250.0
MGNT,25/11/15,11900.0
MGNT,26/11/15,12022.0
MGNT,27/11/15,12130.0
MGNT,28/11/15,12013.0
MGNT,01/12/15,12005.0
MGNT,02/12/15,11901.0
MGNT,03/12/15,12199.0
MGNT,04/12/15,12270.0
MGNT,05/12/15,11799.0
MGNT,08/12/15,11728.0
MGNT,09/12/15,11590.0
MGNT,10/12/15,11180.0
MGNT,11/12/15,11141.0
MGNT,12/12/15,11039.0
MGNT,15/12/15,11030.0
MGNT,16/12/15,11340.0
MGNT,17/12/15,11361.0
MGNT,18/12/15,11211.0
MGNT,19/12/15,10656.0
MGNT,22/12/15,10790.0
MGNT,23/12/15,10780.0
MGNT,24/12/15,10850.0
MGNT,25/12/15,10761.0
MGNT,26/12/15,10732.0
MGNT,29/12/15,10743.0
MGNT,30/12/15,10972.0
MGNT,31/12/15,11228.0
MGNT,05/01/16,11366.0
MGNT,06/01/16,11350.0
MGNT,07/01/16,11320.0
MGNT,12/01/16,10667.0
MGNT,13/01/16,10367.0
MGNT,14/01/16,10352.0
MGNT,15/01/16,10230.0
MGNT,16/01/16,9640.0
MGNT,19/01/16,9940.0
MGNT,20/01/16,10427.0
MGNT,21/01/16,10350.0
MGNT,22/01/16,10850.0
MGNT,23/01/16,11050.0
MGNT,26/01/16,11042.0
MGNT,27/01/16,10975.0
MGNT,28/01/16,11285.0
MGNT,29/01/16,11485.0
MGNT,30/01/16,11500.0
MGNT,02/02/16,11270.0
MGNT,03/02/16,11150.0
MGNT,04/02/16,10955.0
MGNT,05/02/16,10889.0
MGNT,06/02/16,10765.0
MGNT,09/02/16,10450.0
MGNT,10/02/16,10103.0
MGNT,11/02/16,10070.0
MGNT,12/02/16,10143.0
MGNT,13/02/16,10000.0
MGNT,16/02/16,9920.0
MGNT,17/02/16,9900.0
MGNT,18/02/16,10000.0
MGNT,19/02/16,10318.0
MGNT,20/02/16,10354.0
MGNT,21/02/16,10346.0
MGNT,23/02/16,10655.0
MGNT,25/02/16,10475.0
MGNT,26/02/16,10530.0
MGNT,27/02/16,10589.0
MGNT,01/03/16,10648.0
MGNT,02/03/16,10592.0
MGNT,03/03/16,10695.0
MGNT,04/03/16,10715.0
MGNT,05/03/16,10668.0
MGNT,08/03/16,10715.0
MGNT,10/03/16,10700.0
MGNT,11/03/16,10900.0
MGNT,12/03/16,10900.0
MGNT,15/03/16,10780.0
MGNT,16/03/16,10880.0
MGNT,17/03/16,10788.0
MGNT,18/03/16,10900.0
MGNT,19/03/16,11400.0
MGNT,22/03/16,11255.0
MGNT,23/03/16,11200.0
MGNT,24/03/16,11100.0
MGNT,25/03/16,11041.0
MGNT,26/03/16,10880.0
MGNT,29/03/16,10655.0
MGNT,30/03/16,10575.0
MGNT,31/03/16,10410.0
MGNT,01/04/16,10550.0
MGNT,02/04/16,10470.0
MGNT,05/04/16,10470.0
MGNT,06/04/16,10400.0
MGNT,07/04/16,10390.0
MGNT,08/04/16,10332.0
MGNT,09/04/16,10320.0
MGNT,12/04/16,10254.0
MGNT,13/04/16,10129.0
MGNT,14/04/16,10490.0
MGNT,15/04/16,10240.0
MGNT,16/04/16,10132.0
MGNT,19/04/16,10125.0
MGNT,20/04/16,10075.0
MGNT,21/04/16,10115.0
MGNT,22/04/16,10162.0
MGNT,23/04/16,10295.0
MGNT,26/04/16,9540.0
MGNT,27/04/16,9180.0
MGNT,28/04/16,8825.0
MGNT,29/04/16,9040.0
MGNT,30/04/16,9002.0
MGNT,05/05/16,9006.0
MGNT,06/05/16,9151.0
MGNT,07/05/16,9093.0
MGNT,11/05/16,9038.0
MGNT,12/05/16,8921.0
MGNT,13/05/16,8834.0
MGNT,14/05/16,9036.0
MGNT,17/05/16,9430.0
MGNT,18/05/16,9352.0
MGNT,19/05/16,9301.0
MGNT,20/05/16,9200.0
MGNT,21/05/16,9075.0
MGNT,24/05/16,8975.0
MGNT,25/05/16,9150.0
MGNT,26/05/16,9140.0
MGNT,27/05/16,9201.0
MGNT,28/05/16,9466.0
MGNT,31/05/16,9408.0
MGNT,01/06/16,9340.0
MGNT,02/06/16,9255.0
MGNT,03/06/16,9190.0
MGNT,04/06/16,9150.0
MGNT,07/06/16,9260.0
MGNT,08/06/16,9388.0
MGNT,09/06/16,9200.0
MGNT,10/06/16,8830.0
MGNT,11/06/16,8819.0
MGNT,15/06/16,8660.0
MGNT,16/06/16,8929.0
MGNT,17/06/16,8755.0
MGNT,18/06/16,8750.0
MGNT,21/06/16,8850.0
MGNT,22/06/16,8709.0
MGNT,23/06/16,8488.0
MGNT,24/06/16,8450.0
MGNT,25/06/16,8280.0
MGNT,28/06/16,8320.0
MGNT,29/06/16,8300.0
MGNT,30/06/16,8700.0
MGNT,01/07/16,9012.0
MGNT,02/07/16,9101.0
MGNT,05/07/16,9145.0
MGNT,06/07/16,8950.0
MGNT,07/07/16,8760.0
MGNT,08/07/16,8753.0
MGNT,09/07/16,9261.0
MGNT,12/07/16,9348.0
MGNT,13/07/16,9404.0
MGNT,14/07/16,9460.0
MGNT,15/07/16,9508.0
MGNT,16/07/16,9461.0
MGNT,19/07/16,9250.0
MGNT,20/07/16,9104.0
MGNT,21/07/16,9225.0
MGNT,22/07/16,9400.0
MGNT,23/07/16,9365.0
MGNT,26/07/16,10100.0
MGNT,27/07/16,10475.0
MGNT,28/07/16,10020.0
MGNT,29/07/16,10292.0
MGNT,30/07/16,10210.0
MGNT,02/08/16,10381.0
MGNT,03/08/16,10347.0
MGNT,04/08/16,10368.0
MGNT,05/08/16,10450.0
MGNT,06/08/16,10690.0
MGNT,09/08/16,10927.0
MGNT,10/08/16,10846.0
MGNT,11/08/16,10751.0
MGNT,12/08/16,10673.0
MGNT,13/08/16,10800.0
MGNT,16/08/16,10835.0
MGNT,17/08/16,10532.0
MGNT,18/08/16,10400.0
MGNT,19/08/16,10380.0
MGNT,20/08/16,10260.0
MGNT,23/08/16,10589.0
MGNT,24/08/16,10643.0
MGNT,25/08/16,10250.0
MGNT,26/08/16,10289.0
MGNT,27/08/16,10376.0
MGNT,30/08/16,10492.0
MGNT,31/08/16,10475.0
MGNT,01/09/16,10262.0
MGNT,02/09/16,10308.0
MGNT,03/09/16,10544.0
MGNT,06/09/16,10734.0
MGNT,07/09/16,10615.0
MGNT,08/09/16,10670.0
MGNT,09/09/16,10743.0
MGNT,10/09/16,10544.0
MGNT,13/09/16,10372.0
MGNT,14/09/16,10291.0
MGNT,15/09/16,10205.0
MGNT,16/09/16,10167.0
MGNT,17/09/16,10269.0
MGNT,20/09/16,10339.0
MGNT,21/09/16,10350.0
MGNT,22/09/16,10648.0
MGNT,23/09/16,10700.0
MGNT,24/09/16,10600.0
MGNT,27/09/16,10789.0
MGNT,28/09/16,10432.0
MGNT,29/09/16,10555.0
MGNT,30/09/16,10530.0
MGNT,01/10/16,10391.0
MGNT,04/10/16,10539.0
MGNT,05/10/16,10507.0
MGNT,06/10/16,10490.0
MGNT,07/10/16,10590.0
MGNT,08/10/16,10411.0
MGNT,11/10/16,10491.0
MGNT,12/10/16,10351.0
MGNT,13/10/16,10245.0
MGNT,14/10/16,10219.0
MGNT,15/10/16,10144.0
MGNT,18/10/16,10100.0
MGNT,19/10/16,10535.0
MGNT,20/10/16,10567.0
MGNT,21/10/16,10605.0
MGNT,22/10/16,10525.0
MGNT,25/10/16,10526.0
MGNT,26/10/16,10430.0
MGNT,27/10/16,10405.0
MGNT,28/10/16,10450.0
MGNT,29/10/16,10551.0
MGNT,01/11/16,10630.0
MGNT,02/11/16,10530.0
MGNT,03/11/16,10421.0
MGNT,04/11/16,10360.0
MGNT,08/11/16,9740.0
MGNT,09/11/16,9860.0
MGNT,10/11/16,9651.0
MGNT,11/11/16,9850.0
MGNT,12/11/16,9910.0
MGNT,15/11/16,9870.0
MGNT,16/11/16,9920.0
MGNT,17/11/16,10138.0
MGNT,18/11/16,10267.0
MGNT,19/11/16,10351.0
MGNT,22/11/16,10380.0
MGNT,23/11/16,10450.0
MGNT,24/11/16,10487.0
MGNT,25/11/16,10430.0
MGNT,26/11/16,10420.0
MGNT,29/11/16,10380.0
MGNT,30/11/16,10290.0
MGNT,01/12/16,10500.0
MGNT,02/12/16,10297.0
MGNT,03/12/16,10350.0
MGNT,06/12/16,10550.0
MGNT,07/12/16,10649.0
MGNT,08/12/16,10580.0
MGNT,09/12/16,10730.0
MGNT,10/12/16,10423.0
MGNT,13/12/16,10350.0
MGNT,14/12/16,10693.0
MGNT,15/12/16,10602.0
MGNT,16/12/16,10532.0
MGNT,17/12/16,10720.0
MGNT,20/12/16,10597.0
MGNT,21/12/16,10709.0
MGNT,22/12/16,10750.0
MGNT,23/12/16,10411.0
MGNT,24/12/16,10408.0
MGNT,27/12/16,10327.0
MGNT,28/12/16,10400.0
MGNT,29/12/16,10665.0
MGNT,30/12/16,10795.0
MGNT,31/12/16,11000.0
MGNT,04/01/17,11347.0
MGNT,05/01/17,11220.0
MGNT,06/01/17,10875.0
MGNT,07/01/17,10900.0
MGNT,10/01/17,10819.0
MGNT,11/01/17,10534.0
MGNT,12/01/17,10000.0
MGNT,13/01/17,9880.0
MGNT,14/01/17,9640.0
MGNT,17/01/17,9830.0
MGNT,18/01/17,9825.0
MGNT,19/01/17,9695.0
MGNT,20/01/17,9800.0
MGNT,21/01/17,9730.0
MGNT,24/01/17,9694.0
MGNT,25/01/17,9690.0
MGNT,26/01/17,9625.0
MGNT,27/01/17,10020.0
MGNT,28/01/17,9900.0
MGNT,31/01/17,9625.0
MGNT,01/02/17,9650.0
MGNT,02/02/17,9700.0
MGNT,03/02/17,9495.0
MGNT,04/02/17,9580.0
MGNT,07/02/17,9640.0
MGNT,08/02/17,9550.0
MGNT,09/02/17,9577.0
MGNT,10/02/17,9862.0
MGNT,11/02/17,10002.0
MGNT,14/02/17,10078.0
MGNT,15/02/17,10030.0
MGNT,16/02/17,10000.0
MGNT,17/02/17,9930.0
MGNT,18/02/17,9700.0
MGNT,21/02/17,9577.0
MGNT,22/02/17,9540.0
MGNT,23/02/17,9194.0
MGNT,25/02/17,8825.0
MGNT,28/02/17,9190.0
MGNT,01/03/17,9133.0
MGNT,02/03/17,9150.0
MGNT,03/03/17,9250.0
MGNT,04/03/17,9175.0
MGNT,07/03/17,9250.0
MGNT,08/03/17,9233.0
MGNT,10/03/17,9061.0
MGNT,11/03/17,9155.0
MGNT,14/03/17,9235.0
MGNT,15/03/17,9270.0
MGNT,16/03/17,9346.0
MGNT,17/03/17,9700.0
MGNT,18/03/17,9700.0
MGNT,21/03/17,9780.0
MGNT,22/03/17,9730.0
MGNT,23/03/17,9440.0
MGNT,24/03/17,9370.0
MGNT,25/03/17,9350.0
MGNT,28/03/17,9351.0
MGNT,29/03/17,9600.0
MGNT,30/03/17,9327.0
MGNT,31/03/17,9580.0
MGNT,01/04/17,9261.0
MGNT,04/04/17,9313.0
MGNT,05/04/17,9261.0
MGNT,06/04/17,9470.0
MGNT,07/04/17,9550.0
MGNT,08/04/17,9430.0
MGNT,11/04/17,9360.0
MGNT,12/04/17,9265.0
MGNT,13/04/17,9100.0
MGNT,14/04/17,9160.0
MGNT,15/04/17,8985.0
MGNT,18/04/17,9135.0
MGNT,19/04/17,9113.0
MGNT,20/04/17,9000.0
MGNT,21/04/17,9110.0
MGNT,22/04/17,9070.0
MGNT,25/04/17,9008.0
MGNT,26/04/17,8825.0
MGNT,27/04/17,8823.0
MGNT,28/04/17,8825.0
MGNT,29/04/17,8776.0
MGNT,03/05/17,8821.0
MGNT,04/05/17,8685.0
MGNT,05/05/17,8841.0
MGNT,06/05/17,8900.0
MGNT,11/05/17,9140.0
MGNT,12/05/17,9010.0
MGNT,13/05/17,8985.0
MGNT,16/05/17,9180.0
MGNT,17/05/17,9238.0
MGNT,18/05/17,9440.0
MGNT,19/05/17,9255.0
MGNT,20/05/17,9190.0
MGNT,23/05/17,9413.0
MGNT,24/05/17,9280.0
MGNT,25/05/17,9205.0
MGNT,26/05/17,9359.0
MGNT,27/05/17,9450.0
MGNT,30/05/17,9300.0
MGNT,31/05/17,9240.0
MGNT,01/06/17,9197.0
MGNT,02/06/17,9070.0
MGNT,03/06/17,8875.0
MGNT,06/06/17,8989.0
MGNT,07/06/17,9053.0
MGNT,08/06/17,9204.0
MGNT,09/06/17,9270.0
MGNT,10/06/17,9435.0
MGNT,14/06/17,9589.0
MGNT,15/06/17,9588.0
MGNT,16/06/17,9449.0
MGNT,17/06/17,9412.0
MGNT,20/06/17,9539.0
MGNT,21/06/17,9613.0
MGNT,22/06/17,9499.0
MGNT,23/06/17,9330.0
MGNT,24/06/17,9280.0
MGNT,27/06/17,9301.0
MGNT,28/06/17,9504.0
MGNT,29/06/17,9471.0
MGNT,30/06/17,9103.0
MGNT,01/07/17,9180.0
MGNT,04/07/17,9115.0
MGNT,05/07/17,9105.0
MGNT,06/07/17,9165.0
MGNT,07/07/17,9200.0
MGNT,08/07/17,9313.0
MGNT,11/07/17,9360.0
MGNT,12/07/17,9370.0
MGNT,13/07/17,9340.0
MGNT,14/07/17,9545.0
MGNT,15/07/17,9720.0
MGNT,18/07/17,9618.0
MGNT,19/07/17,9600.0
MGNT,20/07/17,9530.0
MGNT,21/07/17,9504.0
MGNT,22/07/17,9405.0
MGNT,25/07/17,9598.0
MGNT,26/07/17,9540.0
MGNT,27/07/17,9750.0
MGNT,28/07/17,9797.0
MGNT,29/07/17,9680.0
MGNT,01/08/17,9525.0
MGNT,02/08/17,9372.0
MGNT,03/08/17,9470.0
MGNT,04/08/17,9428.0
MGNT,05/08/17,9321.0
MGNT,08/08/17,9401.0
MGNT,09/08/17,9497.0
MGNT,10/08/17,9407.0
MGNT,11/08/17,9333.0
MGNT,12/08/17,9358.0
MGNT,15/08/17,9370.0
MGNT,16/08/17,9360.0
MGNT,17/08/17,9470.0
MGNT,18/08/17,9447.0
MGNT,19/08/17,9335.0
MGNT,22/08/17,9492.0
MGNT,23/08/17,9556.0
MGNT,24/08/17,9744.0
MGNT,25/08/17,9812.0
MGNT,26/08/17,9799.0
MGNT,29/08/17,10000.0
MGNT,30/08/17,10247.0
MGNT,31/08/17,10650.0
MGNT,01/09/17,10800.0
MGNT,02/09/17,10590.0
MGNT,05/09/17,10510.0
MGNT,06/09/17,10630.0
MGNT,07/09/17,10540.0
MGNT,08/09/17,10544.0
MGNT,09/09/17,10527.0
MGNT,12/09/17,10680.0
MGNT,13/09/17,10795.0
MGNT,14/09/17,10700.0
MGNT,15/09/17,10434.0
MGNT,16/09/17,10397.0
MGNT,19/09/17,10320.0
MGNT,20/09/17,10376.0
MGNT,21/09/17,10465.0
MGNT,22/09/17,10340.0
MGNT,23/09/17,10260.0
MGNT,26/09/17,10140.0
MGNT,27/09/17,10090.0
MGNT,28/09/17,10163.0
MGNT,29/09/17,10089.0
MGNT,30/09/17,10100.0
MGNT,03/10/17,10085.0
MGNT,04/10/17,10070.0
MGNT,05/10/17,9914.0
MGNT,06/10/17,9836.0
MGNT,07/10/17,10050.0
MGNT,10/10/17,9880.0
MGNT,11/10/17,9804.0
MGNT,12/10/17,9760.0
MGNT,13/10/17,9736.0
MGNT,14/10/17,9540.0
MGNT,17/10/17,9429.0
MGNT,18/10/17,9332.0
MGNT,19/10/17,9286.0
MGNT,20/10/17,9445.0
MGNT,21/10/17,8550.0
MGNT,24/10/17,8221.0
MGNT,25/10/17,7913.0
MGNT,26/10/17,8299.0
MGNT,27/10/17,8347.0
MGNT,28/10/17,8065.0
MGNT,31/10/17,8022.0
MGNT,01/11/17,7693.0
MGNT,02/11/17,7610.0
MGNT,03/11/17,7370.0
MGNT,04/11/17,7390.0
MGNT,08/11/17,7380.0
MGNT,09/11/17,7398.0
MGNT,10/11/17,7399.0
MGNT,11/11/17,7175.0
MGNT,14/11/17,7146.0
MGNT,15/11/17,6949.0
MGNT,16/11/17,6170.0
MGNT,17/11/17,6531.0
MGNT,18/11/17,6884.0
MGNT,21/11/17,6768.0
MGNT,22/11/17,6599.0
MGNT,23/11/17,6720.0
MGNT,24/11/17,6829.0
MGNT,25/11/17,6635.0
MGNT,28/11/17,6602.0
MGNT,29/11/17,6450.0
MGNT,30/11/17,6380.0
MGNT,01/12/17,6359.0
MGNT,02/12/17,6340.0
MGNT,05/12/17,6370.0
MGNT,06/12/17,6300.0
MGNT,07/12/17,6335.0
MGNT,08/12/17,6355.0
MGNT,09/12/17,6550.0
MGNT,12/12/17,6655.0
MGNT,13/12/17,6559.0
MGNT,14/12/17,6400.0
MGNT,15/12/17,6490.0
MGNT,16/12/17,6411.0
MGNT,19/12/17,6287.0
MGNT,20/12/17,6254.0
MGNT,21/12/17,6256.0
MGNT,22/12/17,6290.0
MGNT,23/12/17,6251.0
MGNT,26/12/17,6237.0
MGNT,27/12/17,6244.0
MGNT,28/12/17,6265.0
MGNT,29/12/17,6270.0
MGNT,30/12/17,6340.0
MGNT,04/01/18,6485.0
MGNT,05/01/18,6629.0
MGNT,06/01/18,6724.0
MGNT,10/01/18,6600.0
MGNT,11/01/18,6660.0
MGNT,12/01/18,6651.0
MGNT,13/01/18,6700.0
MGNT,16/01/18,6579.0
MGNT,17/01/18,6400.0
MGNT,18/01/18,6400.0
MGNT,19/01/18,6265.0
MGNT,20/01/18,6240.0
MGNT,23/01/18,6279.0
MGNT,24/01/18,6360.0
MGNT,25/01/18,6345.0
MGNT,26/01/18,6170.0
MGNT,27/01/18,5539.0
MGNT,30/01/18,5155.0
MGNT,31/01/18,5419.0
MGNT,01/02/18,5330.0
MGNT,02/02/18,5219.0
MGNT,03/02/18,5032.0
MGNT,06/02/18,4950.0
MGNT,07/02/18,4785.0
MGNT,08/02/18,4725.0
MGNT,09/02/18,4825.0
MGNT,10/02/18,4808.0
MGNT,13/02/18,4881.0
MGNT,14/02/18,4860.0
MGNT,15/02/18,4820.0
MGNT,16/02/18,4850.0
MGNT,17/02/18,4473.0
MGNT,20/02/18,4251.0
MGNT,21/02/18,4588.0
MGNT,22/02/18,4793.0
MGNT,23/02/18,5140.0
MGNT,27/02/18,4803.0
MGNT,28/02/18,4882.0
MGNT,01/03/18,4782.0
MGNT,02/03/18,4985.0
MGNT,03/03/18,5058.0
MGNT,06/03/18,5130.0
MGNT,07/03/18,5000.0
MGNT,08/03/18,4973.0
MGNT,10/03/18,5115.0
MGNT,13/03/18,5154.0
MGNT,14/03/18,5050.0
MGNT,15/03/18,4970.0
MGNT,16/03/18,5149.0
MGNT,17/03/18,4957.0
MGNT,20/03/18,4990.0
MGNT,21/03/18,4930.0
MGNT,22/03/18,4910.0
MGNT,23/03/18,4800.0
MGNT,24/03/18,4747.0
MGNT,27/03/18,4715.0
MGNT,28/03/18,4755.0
MGNT,29/03/18,4605.0
MGNT,30/03/18,4636.0
MGNT,31/03/18,4680.0
MGNT,03/04/18,4720.0
MGNT,04/04/18,4700.0
MGNT,05/04/18,4651.0
MGNT,06/04/18,4725.0
MGNT,07/04/18,4694.0
MGNT,10/04/18,4484.0
MGNT,11/04/18,4549.0
MGNT,12/04/18,4555.0
MGNT,13/04/18,4730.0
MGNT,14/04/18,4710.0
MGNT,17/04/18,4690.0
MGNT,18/04/18,4790.0
MGNT,19/04/18,4895.0
MGNT,20/04/18,4921.0
MGNT,21/04/18,4825.0
MGNT,24/04/18,4785.0
MGNT,25/04/18,4729.0
MGNT,26/04/18,4786.0
MGNT,27/04/18,4830.0
MGNT,28/04/18,4875.0
MGNT,29/04/18,4853.0
MGNT,01/05/18,4902.0
MGNT,03/05/18,4893.0
MGNT,04/05/18,4827.0
MGNT,05/05/18,4892.0
MGNT,08/05/18,4870.0
MGNT,09/05/18,4840.0
MGNT,11/05/18,4860.0
MGNT,12/05/18,4901.0
MGNT,15/05/18,4985.0
MGNT,16/05/18,5045.0
MGNT,17/05/18,5170.0
MGNT,18/05/18,5164.0
MGNT,19/05/18,5108.0
MGNT,22/05/18,5185.0
MGNT,23/05/18,5260.0
MGNT,24/05/18,5185.0
MGNT,25/05/18,5265.0
MGNT,26/05/18,5210.0
MGNT,29/05/18,5185.0
MGNT,30/05/18,5087.0
MGNT,31/05/18,5150.0
MGNT,01/06/18,5111.0
MGNT,02/06/18,5112.0
MGNT,05/06/18,5187.0
MGNT,06/06/18,5175.0
MGNT,07/06/18,4937.0
MGNT,08/06/18,5030.0
MGNT,09/06/18,4818.0
MGNT,10/06/18,4818.0
MGNT,12/06/18,4750.0
MGNT,14/06/18,4702.0
MGNT,15/06/18,4690.0
MGNT,16/06/18,4710.0
MGNT,19/06/18,4631.0
MGNT,20/06/18,4592.0
MGNT,21/06/18,4646.0
MGNT,22/06/18,4599.0
MGNT,23/06/18,4572.0
MGNT,26/06/18,4550.0
MGNT,27/06/18,4615.0
MGNT,28/06/18,4609.0
MGNT,29/06/18,4610.0
MGNT,30/06/18,4600.0
MGNT,03/07/18,4623.0
MGNT,04/07/18,4620.0
MGNT,05/07/18,4630.0
MGNT,06/07/18,4528.0
MGNT,07/07/18,4550.0
MGNT,10/07/18,4521.0
MGNT,11/07/18,4465.0
MGNT,12/07/18,4446.0
MGNT,13/07/18,4463.0
MGNT,14/07/18,4474.0
MGNT,17/07/18,4457.0
MGNT,18/07/18,4430.0
MGNT,19/07/18,4440.0
MGNT,20/07/18,4342.0
MGNT,21/07/18,4300.0
MGNT,24/07/18,4285.0
MGNT,25/07/18,4180.0
MGNT,26/07/18,4050.0
MGNT,27/07/18,4280.0
MGNT,28/07/18,4270.0
MGNT,31/07/18,4214.0
MGNT,01/08/18,4128.0
MGNT,02/08/18,4187.0
MGNT,03/08/18,4179.0
MGNT,04/08/18,4205.0
MGNT,07/08/18,4230.0
MGNT,08/08/18,4240.0
MGNT,09/08/18,4228.0
MGNT,10/08/18,4189.0
MGNT,11/08/18,4033.0
MGNT,14/08/18,4039.0
MGNT,15/08/18,3995.0
MGNT,16/08/18,4016.0
MGNT,17/08/18,4035.0
MGNT,18/08/18,4033.0
MGNT,21/08/18,4108.0
MGNT,22/08/18,4235.0
MGNT,23/08/18,4170.0
MGNT,24/08/18,4157.0
MGNT,25/08/18,4141.0
MGNT,28/08/18,4175.0
MGNT,29/08/18,4205.0
MGNT,30/08/18,4192.0
MGNT,31/08/18,4098.0
MGNT,01/09/18,4057.0
MGNT,04/09/18,4037.0
MGNT,05/09/18,4045.0
MGNT,06/09/18,4110.0
MGNT,07/09/18,4058.0
MGNT,08/09/18,4049.0
MGNT,11/09/18,4040.0
MGNT,12/09/18,4018.0
MGNT,13/09/18,4095.0
MGNT,14/09/18,4070.0
MGNT,15/09/18,4163.0
MGNT,18/09/18,4185.0
MGNT,19/09/18,4196.0
MGNT,20/09/18,4258.0
MGNT,21/09/18,4200.0
MGNT,22/09/18,4190.0
MGNT,25/09/18,4141.0
MGNT,26/09/18,4185.0
MGNT,27/09/18,3992.0
MGNT,28/09/18,3840.0
MGNT,29/09/18,3835.0
MGNT,02/10/18,3825.0
MGNT,03/10/18,3840.0
MGNT,04/10/18,3852.0
MGNT,05/10/18,3840.0
MGNT,06/10/18,3830.0
MGNT,09/10/18,3771.0
MGNT,10/10/18,3582.0
MGNT,11/10/18,3490.0
MGNT,12/10/18,3440.0
MGNT,13/10/18,3490.0
MGNT,16/10/18,3560.0
MGNT,17/10/18,3540.0
MGNT,18/10/18,3581.0
MGNT,19/10/18,3588.0
MGNT,20/10/18,3580.0
MGNT,23/10/18,3487.0
MGNT,24/10/18,3465.0
MGNT,25/10/18,3461.0
MGNT,26/10/18,3515.0
MGNT,27/10/18,3461.0
MGNT,30/10/18,3541.0
MGNT,31/10/18,3606.0
MGNT,01/11/18,3590.0
MGNT,02/11/18,3640.0
MGNT,03/11/18,3660.0
MGNT,07/11/18,3695.0
MGNT,08/11/18,3720.0
MGNT,09/11/18,3735.0
MGNT,10/11/18,3700.0
MGNT,13/11/18,3656.0
MGNT,14/11/18,3629.5
MGNT,15/11/18,3549.0
MGNT,16/11/18,3543.5
MGNT,17/11/18,3478.0
MGNT,20/11/18,3500.0
MGNT,21/11/18,3454.5
MGNT,22/11/18,3496.0
MGNT,23/11/18,3493.0
MGNT,24/11/18,3461.0
MGNT,27/11/18,3490.0
MGNT,28/11/18,3500.0
MGNT,29/11/18,3500.0
MGNT,30/11/18,3500.0
MGNT,01/12/18,3500.0
MGNT,04/12/18,3500.0
MGNT,05/12/18,3630.0
MGNT,06/12/18,3669.0
MGNT,07/12/18,3699.0
MGNT,08/12/18,3719.0
MGNT,11/12/18,3685.0
MGNT,12/12/18,3595.0
MGNT,13/12/18,3600.5
MGNT,14/12/18,3653.5
MGNT,15/12/18,3644.0
MGNT,18/12/18,3671.5
MGNT,19/12/18,3725.0
MGNT,20/12/18,3675.0
MGNT,21/12/18,3565.0
MGNT,22/12/18,3537.0
MGNT,25/12/18,3503.5
MGNT,26/12/18,3439.5
MGNT,27/12/18,3491.5
MGNT,28/12/18,3440.0
MGNT,29/12/18,3475.0
MGNT,30/12/18,3511.5
MGNT,04/01/19,3576.0
MGNT,05/01/19,3600.0
MGNT,09/01/19,3680.0
MGNT,10/01/19,3698.5
MGNT,11/01/19,3830.0
MGNT,12/01/19,3827.0
MGNT,15/01/19,3790.5
MGNT,16/01/19,3920.0
MGNT,17/01/19,3970.0
MGNT,18/01/19,4155.0
MGNT,19/01/19,4152.0
MGNT,22/01/19,4140.0
MGNT,23/01/19,4200.0
MGNT,24/01/19,4300.0
MGNT,25/01/19,4256.0
MGNT,26/01/19,4191.0
MGNT,29/01/19,4147.0
MGNT,30/01/19,4188.0
MGNT,31/01/19,4164.0
MGNT,01/02/19,4155.0
MGNT,02/02/19,4133.0
MGNT,05/02/19,4130.0
MGNT,06/02/19,4054.0
MGNT,07/02/19,4025.5
MGNT,08/02/19,4029.5
MGNT,09/02/19,4039.5
MGNT,12/02/19,4035.0
MGNT,13/02/19,4035.0
MGNT,14/02/19,3988.0
MGNT,15/02/19,3895.5
MGNT,16/02/19,3896.0
MGNT,19/02/19,3910.0
MGNT,20/02/19,3900.0
MGNT,21/02/19,3950.0
MGNT,22/02/19,3945.5
MGNT,23/02/19,3962.5
MGNT,26/02/19,3922.5
MGNT,27/02/19,3875.5
MGNT,28/02/19,3803.0
MGNT,01/03/19,3780.0
MGNT,02/03/19,3904.0
MGNT,05/03/19,3860.0
MGNT,06/03/19,3900.0
MGNT,07/03/19,3859.0
MGNT,08/03/19,3850.0
MGNT,12/03/19,3801.5
MGNT,13/03/19,3790.0
MGNT,14/03/19,3830.0
MGNT,15/03/19,3750.0
MGNT,16/03/19,3776.5
MGNT,19/03/19,3788.0
MGNT,20/03/19,3792.0
MGNT,21/03/19,3761.0
MGNT,22/03/19,3730.0
MGNT,23/03/19,3688.0
MGNT,26/03/19,3715.5
MGNT,27/03/19,3760.0
MGNT,28/03/19,3700.0
MGNT,29/03/19,3689.0
MGNT,30/03/19,3640.0
MGNT,02/04/19,3690.5
MGNT,03/04/19,3680.0
MGNT,04/04/19,3715.0
MGNT,05/04/19,3666.0
MGNT,06/04/19,3610.0
MGNT,09/04/19,3652.0
MGNT,10/04/19,3610.0
MGNT,11/04/19,3560.5
MGNT,12/04/19,3548.0
MGNT,13/04/19,3550.5
MGNT,16/04/19,3500.0
